"p","prefL","es"
"http://purl.bdrc.io/resource/P5111","dar mdo bkra shis dbang 'dus/","16"
"http://purl.bdrc.io/resource/P5133","ti shrI ras pa shes rab seng+ge","16"
"http://purl.bdrc.io/resource/P5902","dge slong rin chen rnam rgyal/","16"
"http://purl.bdrc.io/resource/P5906","nam mkha' 'od zer/","16"
"http://purl.bdrc.io/resource/P5941","dbon stod pa 'jam dbyangs mkhyen rab/","16"
"http://purl.bdrc.io/resource/P6115","blo bzang bsod nams/","16"
"http://purl.bdrc.io/resource/P6324","karma chos 'phel/","16"
"http://purl.bdrc.io/resource/P648","smyos ston mdo sngags bstan 'dzin/","16"
"http://purl.bdrc.io/resource/P6642","stag ri rta mgrin rgyal/","16"
"http://purl.bdrc.io/resource/P6971","bong stag pa phun tshogs/","16"
"http://purl.bdrc.io/resource/P6982","ngag dbang tshe ring shag po/","16"
"http://purl.bdrc.io/resource/P7281","ldong ka tshang skal bzang sgrol ma/","16"
"http://purl.bdrc.io/resource/P7291","skal bzang thar/","16"
"http://purl.bdrc.io/resource/P7309","bya gzhung rdo lha/","16"
"http://purl.bdrc.io/resource/P7373","'od gsal/","16"
"http://purl.bdrc.io/resource/P7384","'brug rgyal mkhar/","16"
"http://purl.bdrc.io/resource/P7409","sangs rgyas rgyal/","16"
"http://purl.bdrc.io/resource/P7511","mgon po tshe ring /","16"
"http://purl.bdrc.io/resource/P7529","'phreng kha ba dpal ldan blo gros bzang po/","16"
"http://purl.bdrc.io/resource/P7677","rnam dag 'od zer/","16"
"http://purl.bdrc.io/resource/P7836","'bri gung nges don rin po che nges don 'dzam gling chos bsgrags rgya mtsho/","16"
"http://purl.bdrc.io/resource/P7884","lcang lung sprul sku g.yung drung bstan pa'i rgyal mtshan/","16"
"http://purl.bdrc.io/resource/P8688","o gro'i mkhen chen bsod nams chos 'phel/","16"
"http://purl.bdrc.io/resource/P8754","sku rgyal/","16"
"http://purl.bdrc.io/resource/P9221","blo bzang bstan pa'i nyi ma/","16"
"http://purl.bdrc.io/resource/P9361","bsam grub tshe ring /","16"
"http://purl.bdrc.io/resource/P9453","bcud rdza g.yang mo skyid/","16"
"http://purl.bdrc.io/resource/P9461","lhun par bstan 'dzin lha 'dzoms/","16"
"http://purl.bdrc.io/resource/P950","'jam gling pa blo gros chos 'phel/","16"
"http://purl.bdrc.io/resource/P9551","dpal rdor/","16"
"http://purl.bdrc.io/resource/P995","rgyud chen kun dga' don grub/","16"
"http://purl.bdrc.io/resource/P00KG010086","ra gter pad+ma 'phrin las gling pa/","15"
"http://purl.bdrc.io/resource/P0RK152","zhang byang chub shes rab/","15"
"http://purl.bdrc.io/resource/P0RK1565","dpal chos kyi grags pa/","15"
"http://purl.bdrc.io/resource/P0RK787","kun mkhyen don yod dpal ba/","15"
"http://purl.bdrc.io/resource/P0RK833","slob dpon lhan cig skyes pa/","15"
"http://purl.bdrc.io/resource/P1003","g.yu rngog ma Ni pa bsam gtan rgya mtsho/","15"
"http://purl.bdrc.io/resource/P10095","mkhas pa zla ba dpal rin/","15"
"http://purl.bdrc.io/resource/P1277","dka' bcu 04 'jam dbyangs phyogs las rnam rgyal/","15"
"http://purl.bdrc.io/resource/P1302","mkhan chen grub pa shes rab/","15"
"http://purl.bdrc.io/resource/P1397","ri khrod kyi dbang phyug 'jam dbyangs grags pa/","15"
"http://purl.bdrc.io/resource/P1456","karma pa 04 rol pa'i rdo rje/","15"
"http://purl.bdrc.io/resource/P1476","gser sdings pa gzhon nu 'od/","15"
"http://purl.bdrc.io/resource/P1504","rgyal sras blo bzang ngag dbang thogs med/","15"
"http://purl.bdrc.io/resource/P1783","skyer sgang pa chos kyi seng+ge","15"
"http://purl.bdrc.io/resource/P1KG12603","dga' bo/","15"
"http://purl.bdrc.io/resource/P1KG1586","karma thub bstan/","15"
"http://purl.bdrc.io/resource/P1KG3366","byams pa tshul khrims/","15"
"http://purl.bdrc.io/resource/P1PD108570","go tsha mkhan chen theg mchog bstan 'dzin/","15"
"http://purl.bdrc.io/resource/P2931","sgra pa karma dpal grub/","15"
"http://purl.bdrc.io/resource/P2CZ7506","ngag dbang chos grags rgya mtsho dkon mchog grub pa'i sde/","15"
"http://purl.bdrc.io/resource/P2DB25392","pad+ma dbang 'dus/","15"
"http://purl.bdrc.io/resource/P3018","byar po paN chen rdo rje pha lam/","15"
"http://purl.bdrc.io/resource/P3065","rog chos kyi dbang phyug","15"
"http://purl.bdrc.io/resource/P3097","bo dong brtson 'grus rdo rje/","15"
"http://purl.bdrc.io/resource/P3115","ra tshag pa blo bzang e wam/","15"
"http://purl.bdrc.io/resource/P322","a kyA 03 blo bzang 'jam dbyangs rgya mtsho/","15"
"http://purl.bdrc.io/resource/P335","gtsang pa mkhan chen ye shes dpal 'byor/","15"
"http://purl.bdrc.io/resource/P3457","lha bla ma byang chub 'od/","15"
"http://purl.bdrc.io/resource/P3477","tsha kho ngag dbang grags pa/","15"
"http://purl.bdrc.io/resource/P3497","rgya ma pa yon tan 'od/","15"
"http://purl.bdrc.io/resource/P3CN19895","rnal 'byor pa ngag dbang don yod rgya mtsho/","15"
"http://purl.bdrc.io/resource/P3CN8484","mkha' 'gro ma tshul khrims dbang mo/","15"
"http://purl.bdrc.io/resource/P3CN8624","sprul sku gsang sngags bstan 'dzin/","15"
"http://purl.bdrc.io/resource/P4028","brag dmar ba kun dga' tshe 'phel/","15"
"http://purl.bdrc.io/resource/P4147","shi re ge thu chos rje blo bzang zhi ba/","15"
"http://purl.bdrc.io/resource/P4707","bse tshang 05 blo bzang bkra shis 'phrin las rgya mtsho/","15"
"http://purl.bdrc.io/resource/P4948","yil go san hu thog thu/","15"
"http://purl.bdrc.io/resource/P4CZ301811","lo paN 'jam dpal chos lha/","15"
"http://purl.bdrc.io/resource/P4CZ302351","sgrub chen ma o rgyan bu khrid/","15"
"http://purl.bdrc.io/resource/P4CZ65552","rje btsun blo bzang 'od zer/","15"
"http://purl.bdrc.io/resource/P5077","lha mo blo bzang tshul khrims rgya mtsho/","15"
"http://purl.bdrc.io/resource/P5216","bstan 'dzin shes rab/","15"
"http://purl.bdrc.io/resource/P5287","smar khams 'od zer bla ma dkon mchog rgyal mtshan/","15"
"http://purl.bdrc.io/resource/P5718","dge slong 'phrin las rnam rgyal/","15"
"http://purl.bdrc.io/resource/P5901","mnyam med ngag dbang thugs kyi rdo rje/","15"
"http://purl.bdrc.io/resource/P5965","gcan tsha blo bzang bstan 'dzin/","15"
"http://purl.bdrc.io/resource/P5976","bya bral bla ma nor bu rgya mtsho/","15"
"http://purl.bdrc.io/resource/P6032","mdo sngags bstan 'dzin/","15"
"http://purl.bdrc.io/resource/P628","grub thob me long rdo rje/","15"
"http://purl.bdrc.io/resource/P7502","yongs 'dzin ngag dbang grags pa/","15"
"http://purl.bdrc.io/resource/P7504","'gro 'dul las 'phro gling pa/","15"
"http://purl.bdrc.io/resource/P7694","smon lam rab bzang /","15"
"http://purl.bdrc.io/resource/P976","kun dga' snying po/","15"
"http://purl.bdrc.io/resource/P9976","ngag dbang chos 'phags rgya mtsho/","15"
"http://purl.bdrc.io/resource/P00EGS1016586","byang chub rgyal po/","14"
"http://purl.bdrc.io/resource/P00EGS1017945","zla ba tshe ring /","14"
"http://purl.bdrc.io/resource/P00KG04015","bsam gtan mi pham chos kyi rgya mtsho bde chen 'od gsal rdo rje snying po'i sde/","14"
"http://purl.bdrc.io/resource/P00KG04017","pad+ma lhun grub dbang rgyal/","14"
"http://purl.bdrc.io/resource/P0RK1254","phyogs las rnam par rgyal ba'i lha/","14"
"http://purl.bdrc.io/resource/P0RK1662","dbus pa dmar ston/","14"
"http://purl.bdrc.io/resource/P0RK19","rdo rje 'chang byams pa chos rin chen/","14"
"http://purl.bdrc.io/resource/P0RK376","'jam dbyangs grags pa/","14"
"http://purl.bdrc.io/resource/P0RK437","ye shes rgyal po/","14"
"http://purl.bdrc.io/resource/P10015","'jad pa gzhon byang /","14"
"http://purl.bdrc.io/resource/P10170","zhu byas dngos grub/","14"
"http://purl.bdrc.io/resource/P10639","reb gong ba 'jam dbyangs chos kyi blo gros/","14"
"http://purl.bdrc.io/resource/P1159","dpyal lo tsA ba kun dga' grags pa/","14"
"http://purl.bdrc.io/resource/P1280","mkhar mo che ba/","14"
"http://purl.bdrc.io/resource/P1323","kam kam pa don grub dpal ba/","14"
"http://purl.bdrc.io/resource/P1332","ri khrod pa mgon po ye shes/","14"
"http://purl.bdrc.io/resource/P1445","gangs dkar bla ma 09 karma bshad sgrub chos kyi seng+ge","14"
"http://purl.bdrc.io/resource/P1659","mkha' 'gro bde chen dbang mo/","14"
"http://purl.bdrc.io/resource/P1678","sprul sku khro gnyan rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P1790","'brom btsun sher 'byung blo gros/","14"
"http://purl.bdrc.io/resource/P1CN46339","mkhas grub shAkya bshes gnyen/","14"
"http://purl.bdrc.io/resource/P1CZ2001","'jam dbyangs blo gros rgya mtsho dri ma med pa'i dpal/","14"
"http://purl.bdrc.io/resource/P1GS89475","zur drung lung rigs rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P1KG1352","ngag dbang /","14"
"http://purl.bdrc.io/resource/P1KG1361","rwa sgreng bstan pa tshe ring /","14"
"http://purl.bdrc.io/resource/P1KG1363","zla ba tshe ring /","14"
"http://purl.bdrc.io/resource/P1KG1368","bstan pa phul byung /","14"
"http://purl.bdrc.io/resource/P1KG14131","bstan 'dzin rig bzang /","14"
"http://purl.bdrc.io/resource/P1KG1421","tshe ring bsod nams/","14"
"http://purl.bdrc.io/resource/P1KG1423","grwa bzhi brgya dpon skal bzang dgra 'dul/","14"
"http://purl.bdrc.io/resource/P1KG1427","thub bstan tshe ring /","14"
"http://purl.bdrc.io/resource/P1KG18646","kru'u te/","14"
"http://purl.bdrc.io/resource/P1KG3822","byams pa blo gros bzang po/","14"
"http://purl.bdrc.io/resource/P1KG3966","chos kyi grags pa/","14"
"http://purl.bdrc.io/resource/P1KG4206","ngag dbang blo bzang 'jam dpal rnam rgyal/","14"
"http://purl.bdrc.io/resource/P1KG4264","ngag dbang skal ldan rgya mtsho/","14"
"http://purl.bdrc.io/resource/P1PD82428","mkhan po 'jam dbyangs dge legs dpal bzang /","14"
"http://purl.bdrc.io/resource/P1PD93277","blo bzang bstan 'dzin/","14"
"http://purl.bdrc.io/resource/P1TLMTGA000667","dge 'dun rab gsal/","14"
"http://purl.bdrc.io/resource/P1TLMTGA002980","bkra shis dpal 'byor/","14"
"http://purl.bdrc.io/resource/P211","nyag bla byang chub rdo rje/","14"
"http://purl.bdrc.io/resource/P2274","'bre shes rab 'bar/","14"
"http://purl.bdrc.io/resource/P2276","sngags chen blo bzang don grub/","14"
"http://purl.bdrc.io/resource/P2478","khra leb 01 nyi ma bkra shis/","14"
"http://purl.bdrc.io/resource/P2926","smon 'gro ba 'jam dbyangs dbang rgyal rdo rje/","14"
"http://purl.bdrc.io/resource/P2CZ10140","bka' 'gyur ba blo bzang thub bstan/","14"
"http://purl.bdrc.io/resource/P2CZ5028","a lce rig stong rgyal mo/","14"
"http://purl.bdrc.io/resource/P2CZ6246","shes rab blo ldan/","14"
"http://purl.bdrc.io/resource/P2CZ8051","gya skyes 'jigs med rgya mtsho/","14"
"http://purl.bdrc.io/resource/P2GS1122","'grus khang pa bsod nams rgya mtsho/","14"
"http://purl.bdrc.io/resource/P2JM100","rig 'dzin chos kyi sdong po/","14"
"http://purl.bdrc.io/resource/P2KG208363","btsun pa tshul khrims shes rab/","14"
"http://purl.bdrc.io/resource/P2KG209132","rgyal sras skal bzang bstan 'dzin/","14"
"http://purl.bdrc.io/resource/P2LS272","'das log pad+ma chos skyid/","14"
"http://purl.bdrc.io/resource/P2PD20575","rme ru yul l+ha thar/","14"
"http://purl.bdrc.io/resource/P2PD20791","spyod 'jug bla ma dbyangs can dga' ba'i blo gros/","14"
"http://purl.bdrc.io/resource/P3007","'tsho byed gzhon nu ye shes/","14"
"http://purl.bdrc.io/resource/P3013","brang ti dpal ldan 'tsho byed/","14"
"http://purl.bdrc.io/resource/P3139","kun dga' rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P3227","dmar shAkya thub pa/","14"
"http://purl.bdrc.io/resource/P3314","'jam dbyangs mgon po/","14"
"http://purl.bdrc.io/resource/P3342","byams pa lha dbang rig 'dzin/","14"
"http://purl.bdrc.io/resource/P3610","lcang skya 04 ye shes bstan pa'i rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P3727","mtsho phu rdor lo/","14"
"http://purl.bdrc.io/resource/P3971","shes rab rgya mtsho/","14"
"http://purl.bdrc.io/resource/P3AG7","'gro mgon bdud rtsi rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P3CN10775","phag ri ba blo gros chos dar/","14"
"http://purl.bdrc.io/resource/P3CN17731","a 'bum/","14"
"http://purl.bdrc.io/resource/P3CN19937","sde bdun rab 'byams pa/","14"
"http://purl.bdrc.io/resource/P3CN2673","gnas nang bla ma/","14"
"http://purl.bdrc.io/resource/P3CN8621","'das log bstan 'dzin chos sgron/","14"
"http://purl.bdrc.io/resource/P3JM55","khrom dge a rig sprul sku/","14"
"http://purl.bdrc.io/resource/P3JT13441","dge slong blo gros rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P3JT13443","dge slong rin chen skyabs/","14"
"http://purl.bdrc.io/resource/P4224","rka sar lha rams pa dkon mchog rgya mtsho/","14"
"http://purl.bdrc.io/resource/P427","'phags pa lha 01 bde chen rdo rje/","14"
"http://purl.bdrc.io/resource/P4337","g.yer gshong 2","14"
"http://purl.bdrc.io/resource/P4371","mkhan po bsam 'grub bstan 'dzin/","14"
"http://purl.bdrc.io/resource/P4533","tshe smon gling 02 ngag dbang 'jam dpal tshul khrims rgya mtsho/","14"
"http://purl.bdrc.io/resource/P4835","zhe chen drung yig bstan 'dzin rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P4842","bkra shis lhun po shar rtse stobs ldan 'od zer/","14"
"http://purl.bdrc.io/resource/P495","'dzam gling rab 'byams pa/","14"
"http://purl.bdrc.io/resource/P4CZ15171","lo tsA ba khi ne tso/","14"
"http://purl.bdrc.io/resource/P4CZ15515","lo tsA ba pu rangs bsod nams blo gros/","14"
"http://purl.bdrc.io/resource/P4CZ321334","bstan pa dar rgyas/","14"
"http://purl.bdrc.io/resource/P4PD1212","mkhan po shes rab/","14"
"http://purl.bdrc.io/resource/P5105","sems dpa' chen po blo gros dbang phyug","14"
"http://purl.bdrc.io/resource/P5275","dge ye ba tshul khrims seng+ge","14"
"http://purl.bdrc.io/resource/P544","mtha' brag sprul sku gsang sngags rgya mtsho/","14"
"http://purl.bdrc.io/resource/P5457","de mo 03 lha dbang phyogs las rnam rgyal/","14"
"http://purl.bdrc.io/resource/P5512","smin gling o rgyan rnam grol rgya mtsho/","14"
"http://purl.bdrc.io/resource/P5580","dkon rdor sprul sku 01 mkhas grub shAkya lha dbang /","14"
"http://purl.bdrc.io/resource/P5637","'brug pa mkhan po ngag dbang chos grags/","14"
"http://purl.bdrc.io/resource/P5742","skyed tshal mkhan po lha dbang blo gros/","14"
"http://purl.bdrc.io/resource/P5883","bde chen chos 'khor zhabs drung 07 chos kyi nyin byed/","14"
"http://purl.bdrc.io/resource/P5887","nam mkha'i rnal 'byor/","14"
"http://purl.bdrc.io/resource/P6012","be ru grub sras byang chub chos kyi nyi ma/","14"
"http://purl.bdrc.io/resource/P6070","hwang krin ching blo bzang tshe dbang /","14"
"http://purl.bdrc.io/resource/P6430","smug sangs karma tshe dpal/","14"
"http://purl.bdrc.io/resource/P6558","gzhung las pa bsod nams rgya mtsho/","14"
"http://purl.bdrc.io/resource/P670","grub dbang rig 'dzin rgyal po/","14"
"http://purl.bdrc.io/resource/P702","shug sgang gter chen pad+ma 'dus pa rtsal/","14"
"http://purl.bdrc.io/resource/P7114","pha rgod lhun grub rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P7123","bstan 'dzin chos grags/","14"
"http://purl.bdrc.io/resource/P7237","tshul khrims rin chen/","14"
"http://purl.bdrc.io/resource/P7516","rdo rje tshe ring /","14"
"http://purl.bdrc.io/resource/P7619","lha chos mkhan khri grub dbang sprul sku blo bzang brtson 'grus rgya mtsho/","14"
"http://purl.bdrc.io/resource/P7675","rig 'dzin ka dag mthong grol/","14"
"http://purl.bdrc.io/resource/P7691","rig 'dzin 'phrin las rgya mtsho/","14"
"http://purl.bdrc.io/resource/P7866","rgyal sras mdo sngags 'byung gnas/","14"
"http://purl.bdrc.io/resource/P8014","phun tshogs dbang rgyal/","14"
"http://purl.bdrc.io/resource/P8015","nang chen 'brong stod skal bzang /","14"
"http://purl.bdrc.io/resource/P8412","g.yung rdo rje 'bum/","14"
"http://purl.bdrc.io/resource/P8638","'brong ngur chos rje dge ba'i dbang po/","14"
"http://purl.bdrc.io/resource/P8878","'dzam thang tshes bcu 01 rin chen dpal/","14"
"http://purl.bdrc.io/resource/P8972","dme shul mu to sprul sku 04 skal bzang sbyin pa rgya mtsho/","14"
"http://purl.bdrc.io/resource/P8994","chab tshoms 'chi med rgyal po/","14"
"http://purl.bdrc.io/resource/P8LS12326","blo gsal rgya mtsho/","14"
"http://purl.bdrc.io/resource/P9056","bde zur rin chen dbang 'dus/","14"
"http://purl.bdrc.io/resource/P9314","mkhas grub tshul khrims rgyal mtshan/","14"
"http://purl.bdrc.io/resource/P9519","mkhan po kun dga' shes rab/","14"
"http://purl.bdrc.io/resource/P965","sa skya phun tshogs pho brang bdag chen/","14"
"http://purl.bdrc.io/resource/P9795","bya bral pad+ma bzang po/","14"
"http://purl.bdrc.io/resource/P9909","ngor mkhan chen 59 ngag dbang blo gros snying po/","14"
"http://purl.bdrc.io/resource/P00KG03239","bsod nams grags pa/","13"
"http://purl.bdrc.io/resource/P00KG03883","chos kyi rdo rje/","13"
"http://purl.bdrc.io/resource/P00KG03959","chos skyong rgyal po/","13"
"http://purl.bdrc.io/resource/P00KG04016","dbang grags rdo rje/","13"
"http://purl.bdrc.io/resource/P00KG07871","pad+ma dbang rgyal/","13"
"http://purl.bdrc.io/resource/P00PD1011350","tshe brtan 'jigs med/","13"
"http://purl.bdrc.io/resource/P10194","mkhan po skal bzang ye shes/","13"
"http://purl.bdrc.io/resource/P10196","yid lhung 'jam dbyangs/","13"
"http://purl.bdrc.io/resource/P10214","zur mang bstan sprul/","13"
"http://purl.bdrc.io/resource/P10434","rim gro pa sangs rgyas dpal grub/","13"
"http://purl.bdrc.io/resource/P10486","kun dga' rin chen/","13"
"http://purl.bdrc.io/resource/P10563","yon tan rgya mtsho/","13"
"http://purl.bdrc.io/resource/P10675","dge 'dun chos 'dzin/","13"
"http://purl.bdrc.io/resource/P1069","shar pa ye shes rin chen/","13"
"http://purl.bdrc.io/resource/P10725","bya bral ba rin chen bzang po/","13"
"http://purl.bdrc.io/resource/P1173","shAkya bzang po/","13"
"http://purl.bdrc.io/resource/P1198","lha sde dge ba yon tan/","13"
"http://purl.bdrc.io/resource/P1393","chags med sprul sku gsang sngags bstan 'dzin/","13"
"http://purl.bdrc.io/resource/P1726","sgo mang dpon slob skal bzang dngos grub/","13"
"http://purl.bdrc.io/resource/P1788","de mo 07 ngag dbang 'jam dpal bde legs rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1821","gcan tsha blo bzang snyan grags rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1862","tA dben kun dga' rin chen/","13"
"http://purl.bdrc.io/resource/P1953","'jam mgon blo gros bkra shis/","13"
"http://purl.bdrc.io/resource/P1959","wang rin chen chos rgyal/","13"
"http://purl.bdrc.io/resource/P1KG10581","bsam gtan bstan 'dzin/","13"
"http://purl.bdrc.io/resource/P1KG12764","g.yu rung rin chen/","13"
"http://purl.bdrc.io/resource/P1KG13396","thub bstan rig byed lha mo/","13"
"http://purl.bdrc.io/resource/P1KG13841","smon lam rab 'byams pa 'jam dbyangs rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1KG14684","phun tshogs blo gros/","13"
"http://purl.bdrc.io/resource/P1KG14693","mkhan chos grags/","13"
"http://purl.bdrc.io/resource/P1KG15993","blo bzang dkon mchog rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1KG17147","legs pa dpal bzang /","13"
"http://purl.bdrc.io/resource/P1KG18494","bstan 'dzin dgra lha/","13"
"http://purl.bdrc.io/resource/P1KG21877","kaH thog sprul sku pad+ma dbang chen/","13"
"http://purl.bdrc.io/resource/P1KG22390","yar klung gangs gi'u ngag dbang bstan 'dzin 'phrin las/","13"
"http://purl.bdrc.io/resource/P1KG3751","rat+na badz+ra/","13"
"http://purl.bdrc.io/resource/P1KG3828","zla ba grags pa/","13"
"http://purl.bdrc.io/resource/P1KG3996","blo gros rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1KG4773","blo bzang dbang phyug","13"
"http://purl.bdrc.io/resource/P1KG493","bsam gtan rgya mtsho/","13"
"http://purl.bdrc.io/resource/P1KG5819","kun dga' chos 'phel/","13"
"http://purl.bdrc.io/resource/P1KG5858","slob dpon ma 'gags pa/","13"
"http://purl.bdrc.io/resource/P1KG795","blo bzang bstan pa'i rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P1KG86196","mi bskyod rdo rje/","13"
"http://purl.bdrc.io/resource/P1PD117981","reb tsa bka' 'gyur ba ngag dbang blo bzang nyi ma/","13"
"http://purl.bdrc.io/resource/P1PD117982","me rge mkhan po tshe spel dbang phyug rdo rje/","13"
"http://purl.bdrc.io/resource/P1PD76844","sher grags/","13"
"http://purl.bdrc.io/resource/P2046","ra rong chos grags rgya mtsho/","13"
"http://purl.bdrc.io/resource/P212","rwa sgreng hu thog thu 05 thub bstan 'jam dpal ye shes bstan pa'i rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P2122","zhi ba lha 05 blo bzang don grub rgya mtsho/","13"
"http://purl.bdrc.io/resource/P2465","'jam dbyangs rin chen rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P2684","rab 'byams pa o rgyan bskal bzang /","13"
"http://purl.bdrc.io/resource/P2703","yon do mchog sprul kun bzang 'gro 'dul rdo rje/","13"
"http://purl.bdrc.io/resource/P2724","sno ra bla ma dbang phyug rdo rje/","13"
"http://purl.bdrc.io/resource/P2915","'jam dbyangs grags pa rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P2CZ7871","shag 'od pa/","13"
"http://purl.bdrc.io/resource/P2CZ8045","dbyangs can sgeg pa'i blo gros/","13"
"http://purl.bdrc.io/resource/P2DB13655","dpa' ris bstan 'phel rgya mtsho/","13"
"http://purl.bdrc.io/resource/P2DB4489","kha rag chos rje/","13"
"http://purl.bdrc.io/resource/P2GS1103","ka lA pA da/","13"
"http://purl.bdrc.io/resource/P2JM10","gnyan chen dpal dbyangs/","13"
"http://purl.bdrc.io/resource/P2JM131","many+dzu shri dz+nyA na/","13"
"http://purl.bdrc.io/resource/P2JM165","chos kyi seng+ge","13"
"http://purl.bdrc.io/resource/P2JM312","mkhan po thub dga'","13"
"http://purl.bdrc.io/resource/P2JM434","zhe drung pad+ma rnam dag","13"
"http://purl.bdrc.io/resource/P2KG207578","rje dge legs rgya mtsho/","13"
"http://purl.bdrc.io/resource/P2KG208023","dge slong shAkya dpal bzang /","13"
"http://purl.bdrc.io/resource/P2KG208024","grub chen zla ba dpal bzang /","13"
"http://purl.bdrc.io/resource/P2KG209133","thang dar skal bzang bstan pa'i rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P3515","sangs rgyas dpal bzang /","13"
"http://purl.bdrc.io/resource/P3627","chags pa chos 'phel/","13"
"http://purl.bdrc.io/resource/P3669","bla brang dus 'khor dpon slob 20 dkon mchog dpal ldan/","13"
"http://purl.bdrc.io/resource/P3729","'bras tshal dgon sprul sku/","13"
"http://purl.bdrc.io/resource/P3755","skyo ston bsod nams rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P3765","mkhas pa jo pad/","13"
"http://purl.bdrc.io/resource/P3858","rngog byang chub dpal/","13"
"http://purl.bdrc.io/resource/P3AG53","dge mang 02 bstan pa'i nyi ma/","13"
"http://purl.bdrc.io/resource/P3CN19926","o rgyan rnam grol dbang po/","13"
"http://purl.bdrc.io/resource/P3CN20760","sngags 'chang nam mkha' rin chen dpal bzang /","13"
"http://purl.bdrc.io/resource/P3CN21361","chos rje ngag dbang rgya mtsho/","13"
"http://purl.bdrc.io/resource/P3CN688","ngag dbang dge legs dpal bzang /","13"
"http://purl.bdrc.io/resource/P3CN8453","rdor gdan dka' chen blo bzang bkra shis/","13"
"http://purl.bdrc.io/resource/P3JM158","kya la mkhan po chos mchog","13"
"http://purl.bdrc.io/resource/P3JM29","rong ba bla ma rab ldan/","13"
"http://purl.bdrc.io/resource/P3JM85","ras pa kar+ma rdo rje/","13"
"http://purl.bdrc.io/resource/P3JM90","ye shes bstan 'dzin/","13"
"http://purl.bdrc.io/resource/P3JT13361","bla ma kun dga' tshe dbang /","13"
"http://purl.bdrc.io/resource/P3JT13447","'dar tshul khrims rgyal po/","13"
"http://purl.bdrc.io/resource/P3JT13448","dge slong brtson 'grus grags/","13"
"http://purl.bdrc.io/resource/P3JT13451","snar thang pa bsam gtan bzang po/","13"
"http://purl.bdrc.io/resource/P4411","dge bshes blo bzang chos 'byor/","13"
"http://purl.bdrc.io/resource/P4449","zhang lha'i dge slong /","13"
"http://purl.bdrc.io/resource/P448","dga' ldan slob dpon chos grags/","13"
"http://purl.bdrc.io/resource/P4553","blo bzang bstan 'dzin chos kyi rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P4662","khang gsar ba o rgyan bstan 'dzin/","13"
"http://purl.bdrc.io/resource/P4753","chos lung dka' bcu pa/","13"
"http://purl.bdrc.io/resource/P4754","smar khams pa grags pa bzang po/","13"
"http://purl.bdrc.io/resource/P4771","gra chung pa yon tan rgya mtsho/","13"
"http://purl.bdrc.io/resource/P4860","gzhon nu rin chen/","13"
"http://purl.bdrc.io/resource/P4940","bis mdo 'jam dbyangs grags pa/","13"
"http://purl.bdrc.io/resource/P4973","'bal sman nyi ma dpal/","13"
"http://purl.bdrc.io/resource/P498","'jam mgon dpal ldan bkra shis/","13"
"http://purl.bdrc.io/resource/P499","gsang phu ba chos grags/","13"
"http://purl.bdrc.io/resource/P4992","sman pa blo bzang dbang rgyal/","13"
"http://purl.bdrc.io/resource/P4CZ1046","byang sems sbyin pa mthar phyin/","13"
"http://purl.bdrc.io/resource/P4CZ1109","mkhan po tshe ring /","13"
"http://purl.bdrc.io/resource/P4CZ75608","kun mkhyen karma badzra/","13"
"http://purl.bdrc.io/resource/P5306","dus zhabs pa shAkya dbang phyug","13"
"http://purl.bdrc.io/resource/P57","gtsang mda' ba chos ldan rab 'byor/","13"
"http://purl.bdrc.io/resource/P5946","mkhan chen ngag dbang bstan pa'i rdo rje/","13"
"http://purl.bdrc.io/resource/P6143","bsod rgan sprul sku pad+ma blo gros/","13"
"http://purl.bdrc.io/resource/P6249","mkhan po bsod nams rgya mtsho/","13"
"http://purl.bdrc.io/resource/P6515","yar klung pa seng+ge rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P6868","bar sha o rgyan dpal 'byor/","13"
"http://purl.bdrc.io/resource/P6991","lo tsA ba ldan ma rtse mang /","13"
"http://purl.bdrc.io/resource/P6994","chos skyong dpal ldan/","13"
"http://purl.bdrc.io/resource/P7092","skyes mchog smon lam dpal/","13"
"http://purl.bdrc.io/resource/P7200","glang mthong bla ma ngag dbang yon tan/","13"
"http://purl.bdrc.io/resource/P7275","tshe ring rgyal mtshan/","13"
"http://purl.bdrc.io/resource/P745","zhe chen rab 'byams 06 snang mdzad grub pa'i rdo rje/","13"
"http://purl.bdrc.io/resource/P7592","rin chen rgya mtsho/","13"
